collision_datetime,collision_time,accident_year,month,day_of_week,analysis_neighborhood
01/16/2015 03:19:00 AM,03:19:00,2015,January,Friday,Western Addition
04/09/2015 05:02:00 PM,17:02:00,2015,April,Thursday,Mission
11/14/2008 04:33:00 PM,16:33:00,2008,November,Friday,Mission
04/13/2013 12:27:00 AM,00:27:00,2013,April,Saturday,Western Addition
07/27/2015 11:21:00 PM,23:21:00,2015,July,Monday,Bayview Hunters Point
03/27/2013 07:31:00 AM,07:31:00,2013,March,Wednesday,Financial District/South Beach
05/08/2015 11:00:00 AM,11:00:00,2015,May,Friday,Financial District/South Beach
08/11/2015 08:07:00 AM,08:07:00,2015,August,Tuesday,Golden Gate Park
03/29/2009 02:40:00 PM,14:40:00,2009,March,Sunday,Mission
09/27/2013 07:48:00 PM,19:48:00,2013,September,Friday,Golden Gate Park
08/15/2015 08:15:00 PM,20:15:00,2015,August,Saturday,Pacific Heights
02/19/2019 05:05:00 PM,17:05:00,2019,February,Tuesday,Russian Hill
07/02/2014 09:21:00 AM,09:21:00,2014,July,Wednesday,Potrero Hill
11/04/2013 03:45:00 PM,15:45:00,2013,November,Monday,Financial District/South Beach
03/08/2009 11:15:00 AM,11:15:00,2009,March,Sunday,Financial District/South Beach
11/03/2008 10:01:00 AM,10:01:00,2008,November,Monday,Haight Ashbury
01/29/2013 08:20:00 AM,08:20:00,2013,January,Tuesday,South of Market
06/14/2013 03:57:00 AM,03:57:00,2013,June,Friday,Bayview Hunters Point
09/06/2015 02:43:00 AM,02:43:00,2015,September,Sunday,South of Market
07/19/2005 12:40:00 PM,12:40:00,2005,July,Tuesday,Hayes Valley
10/01/2013 10:42:00 PM,22:42:00,2013,October,Tuesday,Nob Hill
11/06/2018 08:34:00 AM,08:34:00,2018,November,Tuesday,Excelsior
08/16/2015 11:02:00 AM,11:02:00,2015,August,Sunday,Pacific Heights
07/14/2014 05:39:00 PM,17:39:00,2014,July,Monday,Hayes Valley
07/17/2008 02:40:00 PM,14:40:00,2008,July,Thursday,Bernal Heights
01/20/2013 04:59:00 PM,16:59:00,2013,January,Sunday,Noe Valley
04/27/2014 12:57:00 AM,00:57:00,2014,April,Sunday,Sunset/Parkside
03/11/2009 06:12:00 PM,18:12:00,2009,March,Wednesday,Bayview Hunters Point
10/14/2014 07:16:00 AM,07:16:00,2014,October,Tuesday,Bernal Heights
02/25/2013 07:15:00 AM,07:15:00,2013,February,Monday,Mission
11/22/2015 03:39:00 PM,15:39:00,2015,November,Sunday,Nob Hill
01/17/2013 09:54:00 PM,21:54:00,2013,January,Thursday,Hayes Valley
06/04/2014 07:06:00 AM,07:06:00,2014,June,Wednesday,Potrero Hill
03/26/2016 05:46:00 PM,17:46:00,2016,March,Saturday,Mission
06/05/2015 10:55:00 AM,10:55:00,2015,June,Friday,Lone Mountain/USF
09/09/2014 05:14:00 AM,05:14:00,2014,September,Tuesday,Tenderloin
12/12/2013 07:27:00 PM,19:27:00,2013,December,Thursday,Lone Mountain/USF
08/09/2015 07:00:00 PM,19:00:00,2015,August,Sunday,Russian Hill
08/24/2015 01:00:00 PM,13:00:00,2015,August,Monday,Excelsior
10/05/2008 11:30:00 PM,23:30:00,2008,October,Sunday,Sunset/Parkside
02/27/2015 06:30:00 AM,06:30:00,2015,February,Friday,West of Twin Peaks
07/03/2013 12:20:00 PM,12:20:00,2013,July,Wednesday,Portola
08/31/2013 12:41:00 AM,00:41:00,2013,August,Saturday,Lakeshore
10/05/2014 08:10:00 AM,08:10:00,2014,October,Sunday,Excelsior
08/14/2014 12:50:00 AM,00:50:00,2014,August,Thursday,Excelsior
04/11/2013 05:27:00 PM,17:27:00,2013,April,Thursday,Bayview Hunters Point
01/04/2009 12:13:00 PM,12:13:00,2009,January,Sunday,Tenderloin
03/20/2009 09:15:00 AM,09:15:00,2009,March,Friday,Financial District/South Beach
09/18/2015 04:19:00 PM,16:19:00,2015,September,Friday,Castro/Upper Market
07/17/2014 08:15:00 PM,20:15:00,2014,July,Thursday,Russian Hill
09/30/2008 08:10:00 PM,20:10:00,2008,September,Tuesday,Financial District/South Beach
07/25/2014 05:45:00 PM,17:45:00,2014,July,Friday,South of Market
01/11/2009 05:00:00 AM,05:00:00,2009,January,Sunday,South of Market
03/12/2015 05:06:00 PM,17:06:00,2015,March,Thursday,Bayview Hunters Point
11/30/2014 08:30:00 PM,20:30:00,2014,November,Sunday,Golden Gate Park
01/28/2014 12:18:00 AM,00:18:00,2014,January,Tuesday,Mission
11/10/2014 10:14:00 PM,22:14:00,2014,November,Monday,Noe Valley
02/25/2016 04:33:00 AM,04:33:00,2016,February,Thursday,Excelsior
07/29/2015 11:40:00 AM,11:40:00,2015,July,Wednesday,Excelsior
01/29/2015 05:57:00 PM,17:57:00,2015,January,Thursday,Golden Gate Park
04/19/2008 02:30:00 PM,14:30:00,2008,April,Saturday,Hayes Valley
05/14/2014 12:56:00 PM,12:56:00,2014,May,Wednesday,Tenderloin
11/17/2011 06:45:00 PM,18:45:00,2011,November,Thursday,Lone Mountain/USF
06/12/2015 01:40:00 PM,13:40:00,2015,June,Friday,West of Twin Peaks
01/10/2013 08:34:00 PM,20:34:00,2013,January,Thursday,Tenderloin
01/16/2009 09:46:00 PM,21:46:00,2009,January,Friday,Pacific Heights
03/16/2014 09:51:00 AM,09:51:00,2014,March,Sunday,Tenderloin
01/11/2015 06:10:00 PM,18:10:00,2015,January,Sunday,Excelsior
05/14/2014 05:50:00 PM,17:50:00,2014,May,Wednesday,Oceanview/Merced/Ingleside
05/22/2013 12:47:00 AM,00:47:00,2013,May,Wednesday,Mission
12/25/2014 06:45:00 PM,18:45:00,2014,December,Thursday,Mission
03/15/2009 07:37:00 PM,19:37:00,2009,March,Sunday,Inner Richmond
09/23/2014 11:20:00 AM,11:20:00,2014,September,Tuesday,Lone Mountain/USF
02/17/2009 04:55:00 PM,16:55:00,2009,February,Tuesday,Sunset/Parkside
07/14/2021 03:05:00 PM,15:05:00,2021,July,Wednesday,Bayview Hunters Point
01/13/2014 11:02:00 AM,11:02:00,2014,January,Monday,Tenderloin
03/21/2014 05:09:00 PM,17:09:00,2014,March,Friday,West of Twin Peaks
05/13/2015 05:10:00 PM,17:10:00,2015,May,Wednesday,Lone Mountain/USF
01/04/2013 08:05:00 PM,20:05:00,2013,January,Friday,Nob Hill
04/09/2008 02:54:00 PM,14:54:00,2008,April,Wednesday,West of Twin Peaks
11/10/2008 06:46:00 AM,06:46:00,2008,November,Monday,South of Market
11/22/2008 09:33:00 PM,21:33:00,2008,November,Saturday,South of Market
04/24/2008 10:31:00 PM,22:31:00,2008,April,Thursday,Mission
02/27/2009 09:40:00 AM,09:40:00,2009,February,Friday,Japantown
02/03/2017 05:59:00 PM,17:59:00,2017,February,Friday,Excelsior
06/30/2008 02:20:00 PM,14:20:00,2008,June,Monday,Excelsior
03/20/2014 11:16:00 AM,11:16:00,2014,March,Thursday,Bayview Hunters Point
09/14/2014 08:46:00 PM,20:46:00,2014,September,Sunday,South of Market
09/24/2008 09:10:00 PM,21:10:00,2008,September,Wednesday,Financial District/South Beach
09/29/2015 09:25:00 PM,21:25:00,2015,September,Tuesday,
10/21/2014 09:16:00 AM,09:16:00,2014,October,Tuesday,Castro/Upper Market
12/12/2014 07:05:00 PM,19:05:00,2014,December,Friday,Nob Hill
01/11/2009 11:41:00 AM,11:41:00,2009,January,Sunday,West of Twin Peaks
07/26/2008 01:20:00 AM,01:20:00,2008,July,Saturday,Mission
04/18/2015 11:48:00 AM,11:48:00,2015,April,Saturday,Mission
02/05/2013 09:15:00 AM,09:15:00,2013,February,Tuesday,Castro/Upper Market
04/24/2015 01:44:00 AM,01:44:00,2015,April,Friday,Western Addition
03/22/2015 03:30:00 AM,03:30:00,2015,March,Sunday,Bernal Heights
10/03/2014 08:25:00 PM,20:25:00,2014,October,Friday,Excelsior
09/04/2013 01:34:00 PM,13:34:00,2013,September,Wednesday,Mission
10/06/2008 01:38:00 PM,13:38:00,2008,October,Monday,North Beach
11/13/2008 03:30:00 PM,15:30:00,2008,November,Thursday,Outer Mission
11/29/2016 10:26:00 PM,22:26:00,2016,November,Tuesday,Mission
02/01/2014 02:18:00 PM,14:18:00,2014,February,Saturday,Sunset/Parkside
08/14/2013 07:40:00 PM,19:40:00,2013,August,Wednesday,Nob Hill
11/28/2008 05:25:00 PM,17:25:00,2008,November,Friday,West of Twin Peaks
02/14/2022 06:29:00 AM,06:29:00,2022,February,Monday,Bayview Hunters Point
07/06/2013 08:20:00 PM,20:20:00,2013,July,Saturday,Excelsior
07/26/2015 09:20:00 PM,21:20:00,2015,July,Sunday,Japantown
06/13/2015 09:09:00 AM,09:09:00,2015,June,Saturday,Nob Hill
04/28/2013 01:39:00 AM,01:39:00,2013,April,Sunday,Russian Hill
10/03/2015 10:41:00 AM,10:41:00,2015,October,Saturday,Oceanview/Merced/Ingleside
09/21/2013 05:51:00 PM,17:51:00,2013,September,Saturday,Mission
03/10/2009 08:40:00 AM,08:40:00,2009,March,Tuesday,Outer Richmond
09/30/2014 06:09:00 PM,18:09:00,2014,September,Tuesday,Russian Hill
05/25/2015 11:36:00 PM,23:36:00,2015,May,Monday,Russian Hill
11/07/2008 03:28:00 PM,15:28:00,2008,November,Friday,Inner Richmond
10/01/2008 05:40:00 AM,05:40:00,2008,October,Wednesday,Castro/Upper Market
06/13/2014 11:02:00 PM,23:02:00,2014,June,Friday,Bayview Hunters Point
08/12/2014 08:49:00 AM,08:49:00,2014,August,Tuesday,Lone Mountain/USF
01/03/2009 09:06:00 PM,21:06:00,2009,January,Saturday,Sunset/Parkside
03/22/2014 08:30:00 AM,08:30:00,2014,March,Saturday,Financial District/South Beach
03/16/2009 06:45:00 PM,18:45:00,2009,March,Monday,Financial District/South Beach
10/18/2008 11:21:00 AM,11:21:00,2008,October,Saturday,Financial District/South Beach
08/13/2013 09:25:00 PM,21:25:00,2013,August,Tuesday,Outer Mission
07/31/2008 10:00:00 PM,22:00:00,2008,July,Thursday,Mission Bay
10/27/2014 01:02:00 PM,13:02:00,2014,October,Monday,Sunset/Parkside
10/18/2014 10:00:00 PM,22:00:00,2014,October,Saturday,Mission
03/02/2015 04:45:00 PM,16:45:00,2015,March,Monday,Excelsior
07/17/2015 09:25:00 PM,21:25:00,2015,July,Friday,Mission
08/07/2008 09:25:00 AM,09:25:00,2008,August,Thursday,Outer Richmond
08/10/2015 01:39:00 PM,13:39:00,2015,August,Monday,Potrero Hill
02/21/2013 10:48:00 AM,10:48:00,2013,February,Thursday,Sunset/Parkside
04/05/2015 01:05:00 PM,13:05:00,2015,April,Sunday,Castro/Upper Market
04/14/2013 07:23:00 AM,07:23:00,2013,April,Sunday,Tenderloin
06/03/2015 06:35:00 AM,06:35:00,2015,June,Wednesday,Bayview Hunters Point
03/10/2014 08:30:00 AM,08:30:00,2014,March,Monday,Western Addition
06/28/2015 02:00:00 PM,14:00:00,2015,June,Sunday,Presidio Heights
06/02/2014 06:15:00 AM,06:15:00,2014,June,Monday,North Beach
02/27/2015 07:45:00 PM,19:45:00,2015,February,Friday,South of Market
11/14/2024 06:15:00 PM,18:15:00,2024,November,Thursday,Golden Gate Park
11/21/2008 03:06:00 PM,15:06:00,2008,November,Friday,Mission
11/06/2008 10:24:00 PM,22:24:00,2008,November,Thursday,Outer Mission
08/22/2008 02:08:00 PM,14:08:00,2008,August,Friday,Financial District/South Beach
01/06/2015 04:00:00 PM,16:00:00,2015,January,Tuesday,South of Market
06/19/2008 11:55:00 PM,23:55:00,2008,June,Thursday,Financial District/South Beach
03/22/2009 01:47:00 AM,01:47:00,2009,March,Sunday,Mission
01/22/2013 06:00:00 PM,18:00:00,2013,January,Tuesday,South of Market
09/27/2008 01:28:00 AM,01:28:00,2008,September,Saturday,Tenderloin
10/09/2013 09:17:00 AM,09:17:00,2013,October,Wednesday,Lone Mountain/USF
02/20/2009 12:32:00 PM,12:32:00,2009,February,Friday,Hayes Valley
01/27/2009 06:08:00 PM,18:08:00,2009,January,Tuesday,Castro/Upper Market
05/26/2013 05:59:00 PM,17:59:00,2013,May,Sunday,Tenderloin
11/29/2021 08:13:00 AM,08:13:00,2021,November,Monday,Noe Valley
01/12/2009 08:25:00 AM,08:25:00,2009,January,Monday,Excelsior
01/13/2009 07:52:00 AM,07:52:00,2009,January,Tuesday,Russian Hill
08/26/2021 05:30:00 PM,17:30:00,2021,August,Thursday,Hayes Valley
06/25/2008 06:40:00 AM,06:40:00,2008,June,Wednesday,Marina
10/27/2008 03:09:00 PM,15:09:00,2008,October,Monday,McLaren Park
07/16/2019 05:05:00 PM,17:05:00,2019,July,Tuesday,Inner Sunset
06/09/2008 11:50:00 PM,23:50:00,2008,June,Monday,Castro/Upper Market
01/17/2009 11:19:00 AM,11:19:00,2009,January,Saturday,Pacific Heights
08/21/2008 08:33:00 AM,08:33:00,2008,August,Thursday,Lakeshore
04/14/2015 06:33:00 PM,18:33:00,2015,April,Tuesday,Lakeshore
06/02/2014 06:30:00 PM,18:30:00,2014,June,Monday,Inner Richmond
08/25/2008 06:55:00 AM,06:55:00,2008,August,Monday,Inner Richmond
06/16/2015 07:30:00 PM,19:30:00,2015,June,Tuesday,Japantown
08/02/2015 05:07:00 PM,17:07:00,2015,August,Sunday,Financial District/South Beach
12/31/2008 09:10:00 AM,09:10:00,2008,December,Wednesday,Outer Mission
10/08/2008 08:14:00 AM,08:14:00,2008,October,Wednesday,Bernal Heights
02/10/2009 10:40:00 PM,22:40:00,2009,February,Tuesday,Lakeshore
04/05/2014 12:26:00 PM,12:26:00,2014,April,Saturday,Nob Hill
05/30/2021 08:48:00 AM,08:48:00,2021,May,Sunday,South of Market
07/24/2008 01:30:00 AM,01:30:00,2008,July,Thursday,Excelsior
07/30/2015 02:30:00 PM,14:30:00,2015,July,Thursday,Western Addition
07/19/2008 02:10:00 PM,14:10:00,2008,July,Saturday,Western Addition
09/13/2015 10:45:00 PM,22:45:00,2015,September,Sunday,Outer Mission
11/10/2009 10:18:00 AM,10:18:00,2009,November,Tuesday,Bayview Hunters Point
10/12/2014 11:00:00 PM,23:00:00,2014,October,Sunday,South of Market
03/26/2013 08:26:00 PM,20:26:00,2013,March,Tuesday,Financial District/South Beach
04/22/2014 11:08:00 AM,11:08:00,2014,April,Tuesday,Castro/Upper Market
12/16/2008 12:17:00 AM,00:17:00,2008,December,Tuesday,Hayes Valley
04/17/2013 12:51:00 PM,12:51:00,2013,April,Wednesday,Japantown
06/15/2015 06:35:00 AM,06:35:00,2015,June,Monday,Financial District/South Beach
09/16/2013 07:21:00 AM,07:21:00,2013,September,Monday,Oceanview/Merced/Ingleside
10/30/2013 08:30:00 PM,20:30:00,2013,October,Wednesday,Castro/Upper Market
02/21/2013 09:30:00 AM,09:30:00,2013,February,Thursday,
04/08/2013 08:15:00 AM,08:15:00,2013,April,Monday,Golden Gate Park
06/09/2013 01:22:00 PM,13:22:00,2013,June,Sunday,Western Addition
05/21/2015 09:30:00 PM,21:30:00,2015,May,Thursday,Financial District/South Beach
12/02/2013 11:00:00 AM,11:00:00,2013,December,Monday,Hayes Valley
02/14/2014 06:10:00 PM,18:10:00,2014,February,Friday,Outer Mission
04/21/2013 09:37:00 PM,21:37:00,2013,April,Sunday,Japantown
02/11/2009 09:34:00 AM,09:34:00,2009,February,Wednesday,Mission Bay
11/06/2008 02:00:00 AM,02:00:00,2008,November,Thursday,Bernal Heights
08/27/2008 08:30:00 AM,08:30:00,2008,August,Wednesday,Bayview Hunters Point
10/19/2015 01:14:00 PM,13:14:00,2015,October,Monday,Russian Hill
01/15/2014 06:30:00 PM,18:30:00,2014,January,Wednesday,Mission Bay
01/20/2015 11:36:00 PM,23:36:00,2015,January,Tuesday,South of Market
07/17/2015 09:29:00 PM,21:29:00,2015,July,Friday,Tenderloin
11/20/2013 01:57:00 AM,01:57:00,2013,November,Wednesday,Inner Sunset
05/03/2014 06:00:00 PM,18:00:00,2014,May,Saturday,Portola
05/29/2014 02:45:00 PM,14:45:00,2014,May,Thursday,Mission
08/26/2015 10:07:00 PM,22:07:00,2015,August,Wednesday,Nob Hill
03/18/2015 08:07:00 AM,08:07:00,2015,March,Wednesday,Mission Bay
11/13/2024 02:02:00 AM,02:02:00,2024,November,Wednesday,Tenderloin
10/03/2014 06:16:00 PM,18:16:00,2014,October,Friday,Japantown
05/26/2014 01:30:00 PM,13:30:00,2014,May,Monday,Mission
03/15/2009 02:06:00 AM,02:06:00,2009,March,Sunday,Mission
09/12/2008 09:16:00 PM,21:16:00,2008,September,Friday,Golden Gate Park
11/05/2014 12:04:00 PM,12:04:00,2014,November,Wednesday,Financial District/South Beach
06/02/2015 01:49:00 AM,01:49:00,2015,June,Tuesday,North Beach
04/12/2006 12:05:00 PM,12:05:00,2006,April,Wednesday,Western Addition
03/03/2018 05:37:00 PM,17:37:00,2018,March,Saturday,Bayview Hunters Point
12/09/2008 09:23:00 PM,21:23:00,2008,December,Tuesday,Inner Sunset
07/07/2008 08:21:00 PM,20:21:00,2008,July,Monday,Mission
01/03/2013 01:40:00 PM,13:40:00,2013,January,Thursday,West of Twin Peaks
02/10/2009 02:28:00 PM,14:28:00,2009,February,Tuesday,Bernal Heights
07/31/2008 06:14:00 PM,18:14:00,2008,July,Thursday,Mission
12/02/2024 03:35:00 PM,15:35:00,2024,December,Monday,Mission
02/06/2014 09:08:00 PM,21:08:00,2014,February,Thursday,Tenderloin
07/05/2008 12:30:00 AM,00:30:00,2008,July,Saturday,West of Twin Peaks
06/20/2015 07:46:00 PM,19:46:00,2015,June,Saturday,Nob Hill
01/26/2012 05:19:00 PM,17:19:00,2012,January,Thursday,Tenderloin
10/28/2013 09:31:00 AM,09:31:00,2013,October,Monday,McLaren Park
07/22/2015 11:43:00 PM,23:43:00,2015,July,Wednesday,Mission
08/10/2008 10:57:00 AM,10:57:00,2008,August,Sunday,Lone Mountain/USF
06/27/2008 02:47:00 PM,14:47:00,2008,June,Friday,Mission
02/22/2017 03:28:00 PM,15:28:00,2017,February,Wednesday,Russian Hill
08/01/2008 03:35:00 PM,15:35:00,2008,August,Friday,Bayview Hunters Point
09/14/2015 03:14:00 PM,15:14:00,2015,September,Monday,Sunset/Parkside
09/13/2014 02:17:00 AM,02:17:00,2014,September,Saturday,Mission
12/21/2008 03:45:00 PM,15:45:00,2008,December,Sunday,Nob Hill
12/03/2017 11:15:00 AM,11:15:00,2017,December,Sunday,Sunset/Parkside
06/08/2015 02:36:00 PM,14:36:00,2015,June,Monday,Golden Gate Park
08/20/2015 12:35:00 PM,12:35:00,2015,August,Thursday,Hayes Valley
10/02/2013 03:17:00 PM,15:17:00,2013,October,Wednesday,Mission
01/30/2014 08:25:00 AM,08:25:00,2014,January,Thursday,West of Twin Peaks
09/11/2008 08:26:00 AM,08:26:00,2008,September,Thursday,Mission
05/29/2013 01:07:00 AM,01:07:00,2013,May,Wednesday,Twin Peaks
09/08/2008 08:30:00 AM,08:30:00,2008,September,Monday,Outer Richmond
06/19/2015 03:00:00 PM,15:00:00,2015,June,Friday,Mission Bay
10/21/2021 07:00:00 AM,07:00:00,2021,October,Thursday,South of Market
11/22/2024 04:50:00 PM,16:50:00,2024,November,Friday,Western Addition
01/07/2015 08:59:00 AM,08:59:00,2015,January,Wednesday,Bayview Hunters Point
04/11/2015 07:04:00 PM,19:04:00,2015,April,Saturday,Tenderloin
06/27/2015 12:50:00 PM,12:50:00,2015,June,Saturday,Twin Peaks
01/23/2014 02:00:00 AM,02:00:00,2014,January,Thursday,Financial District/South Beach
06/25/2013 05:29:00 PM,17:29:00,2013,June,Tuesday,Mission
11/24/2016 11:07:00 AM,11:07:00,2016,November,Thursday,Chinatown
05/23/2015 06:45:00 PM,18:45:00,2015,May,Saturday,Excelsior
04/01/2015 10:45:00 PM,22:45:00,2015,April,Wednesday,South of Market
04/11/2015 09:46:00 PM,21:46:00,2015,April,Saturday,Sunset/Parkside
11/19/2014 08:08:00 AM,08:08:00,2014,November,Wednesday,Inner Richmond
07/10/2008 10:30:00 AM,10:30:00,2008,July,Thursday,Pacific Heights
11/13/2008 02:00:00 PM,14:00:00,2008,November,Thursday,Financial District/South Beach
07/17/2018 10:05:00 AM,10:05:00,2018,July,Tuesday,Sunset/Parkside
09/22/2008 07:02:00 PM,19:02:00,2008,September,Monday,West of Twin Peaks
03/27/2009 03:45:00 PM,15:45:00,2009,March,Friday,Oceanview/Merced/Ingleside
09/30/2014 12:28:00 PM,12:28:00,2014,September,Tuesday,Golden Gate Park
09/04/2008 08:30:00 AM,08:30:00,2008,September,Thursday,Twin Peaks
10/31/2014 05:00:00 AM,05:00:00,2014,October,Friday,Lakeshore
10/28/2013 10:02:00 PM,22:02:00,2013,October,Monday,Castro/Upper Market
01/05/2009 09:00:00 AM,09:00:00,2009,January,Monday,Castro/Upper Market
12/21/2015 02:41:00 PM,14:41:00,2015,December,Monday,Hayes Valley
08/20/2013 01:34:00 PM,13:34:00,2013,August,Tuesday,South of Market
11/13/2008 04:15:00 PM,16:15:00,2008,November,Thursday,Outer Mission
12/15/2024 07:11:00 AM,07:11:00,2024,December,Sunday,Mission
09/23/2008 07:20:00 PM,19:20:00,2008,September,Tuesday,Twin Peaks
10/03/2008 08:11:00 PM,20:11:00,2008,October,Friday,Outer Richmond
04/21/2015 06:15:00 PM,18:15:00,2015,April,Tuesday,Financial District/South Beach
01/06/2016 04:00:00 PM,16:00:00,2016,January,Wednesday,Excelsior
01/19/2014 06:17:00 PM,18:17:00,2014,January,Sunday,Castro/Upper Market
12/25/2008 10:45:00 AM,10:45:00,2008,December,Thursday,Inner Sunset
10/04/2015 10:53:00 AM,10:53:00,2015,October,Sunday,Castro/Upper Market
12/10/2008 03:43:00 PM,15:43:00,2008,December,Wednesday,Mission
02/24/2009 12:01:00 PM,12:01:00,2009,February,Tuesday,South of Market
11/04/2008 10:03:00 PM,22:03:00,2008,November,Tuesday,Mission
07/11/2015 02:57:00 PM,14:57:00,2015,July,Saturday,Haight Ashbury
11/18/2021 06:05:00 PM,18:05:00,2021,November,Thursday,Sunset/Parkside
07/29/2008 10:06:00 PM,22:06:00,2008,July,Tuesday,Mission
07/03/2008 05:53:00 PM,17:53:00,2008,July,Thursday,Inner Sunset
10/26/2013 03:10:00 PM,15:10:00,2013,October,Saturday,Lone Mountain/USF
08/14/2008 12:56:00 PM,12:56:00,2008,August,Thursday,Marina
04/09/2014 12:10:00 PM,12:10:00,2014,April,Wednesday,Mission
01/28/2014 07:40:00 AM,07:40:00,2014,January,Tuesday,South of Market
02/23/2015 08:37:00 AM,08:37:00,2015,February,Monday,Outer Mission
06/06/2014 02:07:00 PM,14:07:00,2014,June,Friday,Excelsior
08/19/2008 03:40:00 PM,15:40:00,2008,August,Tuesday,Outer Richmond
01/30/2014 10:50:00 PM,22:50:00,2014,January,Thursday,Financial District/South Beach
09/23/2015 07:06:00 PM,19:06:00,2015,September,Wednesday,Outer Richmond
03/05/2013 09:00:00 PM,21:00:00,2013,March,Tuesday,Bernal Heights
08/31/2008 03:50:00 PM,15:50:00,2008,August,Sunday,Nob Hill
09/18/2008 05:25:00 PM,17:25:00,2008,September,Thursday,Golden Gate Park
06/12/2014 07:18:00 AM,07:18:00,2014,June,Thursday,West of Twin Peaks
10/15/2014 01:54:00 PM,13:54:00,2014,October,Wednesday,Mission
06/21/2015 06:50:00 PM,18:50:00,2015,June,Sunday,Tenderloin
12/31/2008 07:50:00 PM,19:50:00,2008,December,Wednesday,Mission
08/14/2015 02:29:00 AM,02:29:00,2015,August,Friday,Excelsior
12/09/2014 06:10:00 AM,06:10:00,2014,December,Tuesday,Western Addition
01/30/2009 04:12:00 AM,04:12:00,2009,January,Friday,Western Addition
04/27/2015 10:36:00 AM,10:36:00,2015,April,Monday,Mission
08/14/2015 05:35:00 PM,17:35:00,2015,August,Friday,Lone Mountain/USF
09/17/2015 12:09:00 PM,12:09:00,2015,September,Thursday,Tenderloin
12/08/2013 11:20:00 AM,11:20:00,2013,December,Sunday,Sunset/Parkside
